datetime,issue_time,horizon_hour,actual_kw,forecast_kw,model
2010-04-26 00:00:00,2010-04-25 18:00:00,7,0.4195,0.6686388582633398,N-BEATS 168h
2010-04-26 00:00:00,2010-04-25 18:00:00,7,0.4195,0.5244617813006874,N-HiTS compact lags MAE 168h
2010-04-26 00:00:00,2010-04-26,1,0.4195,0.548060953617096,XGBoost day-ahead 24h
2010-04-26 00:00:00,2010-04-26,1,0.4195,1.0713486111111108,Moving Average day-ahead 24h
2010-04-26 00:00:00,2010-04-26,1,0.4195,0.4630259573459625,XGBoost refit train+val 24h
2010-04-26 00:00:00,2010-04-26,1,0.4195,0.4270180463790893,XGBoost direct horizon 24h
2010-04-26 00:00:00,2010-04-26,1,0.4195,0.3289310316710359,LightGBM day-ahead 24h
2010-04-26 00:00:00,2010-04-26,1,0.4195,1.6366333333333334,Naive day-ahead 24h
2010-04-26 01:00:00,2010-04-25 18:00:00,8,0.3576,0.5243799461956807,N-BEATS 168h
2010-04-26 01:00:00,2010-04-26,2,0.3576,0.4031882088288377,LightGBM per-horizon 24h
2010-04-26 01:00:00,2010-04-25 18:00:00,8,0.3576,0.3648134674528358,TFT known covariates 168h
2010-04-26 01:00:00,2010-04-25 18:00:00,8,0.3576,0.5144676492825516,N-HiTS compact lags MAE 168h
2010-04-26 01:00:00,2010-04-26,2,0.3576,2.761133333333333,Naive day-ahead 24h
2010-04-26 01:00:00,2010-04-26,2,0.3576,1.0477950810185186,Moving Average day-ahead 24h
2010-04-26 01:00:00,2010-04-26,2,0.3576,0.3893651068210602,XGBoost refit train+val 24h
2010-04-26 01:00:00,2010-04-26,2,0.3576,0.3977035284042358,XGBoost direct horizon 24h
2010-04-26 01:00:00,2010-04-26,2,0.3576,0.844193899793104,Linear Regression day-ahead 24h
2010-04-26 01:00:00,2010-04-26,2,0.3576,0.4179858267307281,XGBoost day-ahead 24h
2010-04-26 01:00:00,2010-04-26,2,0.3576,0.34643924545075,LightGBM day-ahead 24h
2010-04-26 02:00:00,2010-04-25 18:00:00,9,0.3525,0.4875792873989274,N-BEATS 168h
2010-04-26 02:00:00,2010-04-25 18:00:00,9,0.3525,0.3527869427023727,TFT known covariates 168h
2010-04-26 02:00:00,2010-04-26,3,0.3525,0.4262317419052124,XGBoost direct horizon 24h
2010-04-26 02:00:00,2010-04-26,3,0.3525,0.6143379211425781,XGBoost day-ahead 24h
2010-04-26 02:00:00,2010-04-26,3,0.3525,0.556125283241272,XGBoost refit train+val 24h
2010-04-26 02:00:00,2010-04-26,3,0.3525,0.9764059871720676,Moving Average day-ahead 24h
2010-04-26 02:00:00,2010-04-26,3,0.3525,0.7310833631017608,Linear Regression day-ahead 24h
2010-04-26 02:00:00,2010-04-26,3,0.3525,0.370806220518051,LightGBM day-ahead 24h
2010-04-26 02:00:00,2010-04-26,3,0.3525,0.3594210364583297,LightGBM per-horizon 24h
2010-04-26 02:00:00,2010-04-25 18:00:00,9,0.3525,0.3816763818364276,N-HiTS compact lags MAE 168h
2010-04-26 02:00:00,2010-04-26,3,0.3525,1.933533333333333,Naive day-ahead 24h
2010-04-26 03:00:00,2010-04-25 18:00:00,10,0.3614666666666666,0.46668171089398713,N-BEATS 168h
2010-04-26 03:00:00,2010-04-25 18:00:00,10,0.3614666666666666,0.3441470214065577,TFT known covariates 168h
2010-04-26 03:00:00,2010-04-26,4,0.3614666666666666,0.6665378527210578,Linear Regression day-ahead 24h
2010-04-26 03:00:00,2010-04-26,4,0.3614666666666666,1.6507333333333334,Naive day-ahead 24h
2010-04-26 03:00:00,2010-04-25 18:00:00,10,0.3614666666666666,0.4708128885588166,N-HiTS compact lags MAE 168h
2010-04-26 03:00:00,2010-04-26,4,0.3614666666666666,0.45219287276268,XGBoost direct horizon 24h
2010-04-26 03:00:00,2010-04-26,4,0.3614666666666666,0.9365256810820152,Moving Average day-ahead 24h
2010-04-26 03:00:00,2010-04-26,4,0.3614666666666666,0.5416501760482788,XGBoost refit train+val 24h
2010-04-26 03:00:00,2010-04-26,4,0.3614666666666666,0.3533848114310227,LightGBM day-ahead 24h
2010-04-26 03:00:00,2010-04-26,4,0.3614666666666666,0.5725253820419312,XGBoost day-ahead 24h
2010-04-26 03:00:00,2010-04-26,4,0.3614666666666666,0.3539258012934992,LightGBM per-horizon 24h
2010-04-26 04:00:00,2010-04-25 18:00:00,11,0.3989333333333333,0.5455448318796521,N-BEATS 168h
2010-04-26 04:00:00,2010-04-26,5,0.3989333333333333,0.4857701957225799,XGBoost direct horizon 24h
2010-04-26 04:00:00,2010-04-26,5,0.3989333333333333,0.5632808804512024,XGBoost day-ahead 24h
2010-04-26 04:00:00,2010-04-25 18:00:00,11,0.3989333333333333,0.4063261115176551,N-HiTS compact lags MAE 168h
2010-04-26 04:00:00,2010-04-26,5,0.3989333333333333,0.9067670289048768,Moving Average day-ahead 24h
2010-04-26 04:00:00,2010-04-26,5,0.3989333333333333,0.3353479727380695,LightGBM day-ahead 24h
2010-04-26 04:00:00,2010-04-26,5,0.3989333333333333,0.3518625879333485,LightGBM per-horizon 24h
2010-04-26 04:00:00,2010-04-25 18:00:00,11,0.3989333333333333,0.3346165640090177,TFT known covariates 168h
2010-04-26 04:00:00,2010-04-26,5,0.3989333333333333,0.5847523212432861,XGBoost refit train+val 24h
2010-04-26 04:00:00,2010-04-26,5,0.3989333333333333,1.866,Naive day-ahead 24h
2010-04-26 04:00:00,2010-04-26,5,0.3989333333333333,0.6828146277023347,Linear Regression day-ahead 24h
2010-04-26 05:00:00,2010-04-25 18:00:00,12,0.3567,0.44945043371024185,N-BEATS 168h
2010-04-26 05:00:00,2010-04-26,6,0.3567,0.6593027114868164,XGBoost refit train+val 24h
2010-04-26 05:00:00,2010-04-25 18:00:00,12,0.3567,0.4979177949184914,N-HiTS compact lags MAE 168h
2010-04-26 05:00:00,2010-04-26,6,0.3567,0.5100484193236074,LightGBM day-ahead 24h
2010-04-26 05:00:00,2010-04-26,6,0.3567,0.3283715282382218,LightGBM per-horizon 24h
2010-04-26 05:00:00,2010-04-25 18:00:00,12,0.3567,0.345674619704348,TFT known covariates 168h
2010-04-26 05:00:00,2010-04-26,6,0.3567,1.7733666666666668,Naive day-ahead 24h
2010-04-26 05:00:00,2010-04-26,6,0.3567,0.7807776021995819,Linear Regression day-ahead 24h
2010-04-26 05:00:00,2010-04-26,6,0.3567,0.6851072311401367,XGBoost day-ahead 24h
2010-04-26 05:00:00,2010-04-26,6,0.3567,0.8667989884425801,Moving Average day-ahead 24h
2010-04-26 05:00:00,2010-04-26,6,0.3567,0.6427359580993652,XGBoost direct horizon 24h
2010-04-26 06:00:00,2010-04-26,7,0.3558333333333333,0.6798347234725952,XGBoost direct horizon 24h
2010-04-26 06:00:00,2010-04-25 18:00:00,13,0.3558333333333333,0.7670379407954113,N-BEATS 168h
2010-04-26 06:00:00,2010-04-26,7,0.3558333333333333,0.4262666666666667,Naive day-ahead 24h
2010-04-26 06:00:00,2010-04-26,7,0.3558333333333333,0.6872034094193442,LightGBM day-ahead 24h
2010-04-26 06:00:00,2010-04-26,7,0.3558333333333333,0.5428411499181889,LightGBM per-horizon 24h
2010-04-26 06:00:00,2010-04-26,7,0.3558333333333333,0.666143514452699,Linear Regression day-ahead 24h
2010-04-26 06:00:00,2010-04-25 18:00:00,13,0.3558333333333333,0.7897458946946364,TFT known covariates 168h
2010-04-26 06:00:00,2010-04-25 18:00:00,13,0.3558333333333333,0.7559931671241009,N-HiTS compact lags MAE 168h
2010-04-26 06:00:00,2010-04-26,7,0.3558333333333333,0.7476732730865479,XGBoost refit train+val 24h
2010-04-26 06:00:00,2010-04-26,7,0.3558333333333333,0.8290253351832431,Moving Average day-ahead 24h
2010-04-26 06:00:00,2010-04-26,7,0.3558333333333333,0.7751024961471558,XGBoost day-ahead 24h
2010-04-26 07:00:00,2010-04-26,8,0.3583333333333333,0.8458069463714338,Moving Average day-ahead 24h
2010-04-26 07:00:00,2010-04-25 18:00:00,14,0.3583333333333333,2.0670235683976985,TFT known covariates 168h
2010-04-26 07:00:00,2010-04-26,8,0.3583333333333333,1.0351857401358284,LightGBM per-horizon 24h
2010-04-26 07:00:00,2010-04-26,8,0.3583333333333333,0.5966823443996759,Linear Regression day-ahead 24h
2010-04-26 07:00:00,2010-04-26,8,0.3583333333333333,0.8601075410842896,XGBoost refit train+val 24h
2010-04-26 07:00:00,2010-04-26,8,0.3583333333333333,0.9637243747711182,XGBoost direct horizon 24h
2010-04-26 07:00:00,2010-04-25 18:00:00,14,0.3583333333333333,0.6908505795859681,N-BEATS 168h
2010-04-26 07:00:00,2010-04-26,8,0.3583333333333333,0.4166333333333333,Naive day-ahead 24h
2010-04-26 07:00:00,2010-04-26,8,0.3583333333333333,0.8411402106285095,XGBoost day-ahead 24h
2010-04-26 07:00:00,2010-04-25 18:00:00,14,0.3583333333333333,1.0678687971172942,N-HiTS compact lags MAE 168h
2010-04-26 07:00:00,2010-04-26,8,0.3583333333333333,0.7275724125231434,LightGBM day-ahead 24h
2010-04-26 08:00:00,2010-04-25 18:00:00,15,1.1722333333333337,0.92578237308331,N-BEATS 168h
2010-04-26 08:00:00,2010-04-26,9,1.1722333333333337,0.7720217108726501,XGBoost day-ahead 24h
2010-04-26 08:00:00,2010-04-25 18:00:00,15,1.1722333333333337,1.644144270099586,TFT known covariates 168h
2010-04-26 08:00:00,2010-04-26,9,1.1722333333333337,0.8636891802480212,Moving Average day-ahead 24h
2010-04-26 08:00:00,2010-04-25 18:00:00,15,1.1722333333333337,1.394822095758624,N-HiTS compact lags MAE 168h
2010-04-26 08:00:00,2010-04-26,9,1.1722333333333337,0.4210666666666666,Naive day-ahead 24h
2010-04-26 08:00:00,2010-04-26,9,1.1722333333333337,0.5436996725396447,Linear Regression day-ahead 24h
2010-04-26 08:00:00,2010-04-26,9,1.1722333333333337,0.8075612187385559,XGBoost refit train+val 24h
2010-04-26 08:00:00,2010-04-26,9,1.1722333333333337,0.6009912686410976,LightGBM day-ahead 24h
2010-04-26 08:00:00,2010-04-26,9,1.1722333333333337,0.8637410998344421,XGBoost direct horizon 24h
2010-04-26 08:00:00,2010-04-26,9,1.1722333333333337,0.9645828164863984,LightGBM per-horizon 24h
2010-04-26 09:00:00,2010-04-26,10,0.5755666666666667,0.4200333333333333,Naive day-ahead 24h
2010-04-26 09:00:00,2010-04-26,10,0.5755666666666667,0.6342707423272089,Linear Regression day-ahead 24h
2010-04-26 09:00:00,2010-04-26,10,0.5755666666666667,1.0513367016398256,LightGBM per-horizon 24h
2010-04-26 09:00:00,2010-04-26,10,0.5755666666666667,0.8178290724754333,XGBoost direct horizon 24h
2010-04-26 09:00:00,2010-04-26,10,0.5755666666666667,0.8821317849805776,Moving Average day-ahead 24h
2010-04-26 09:00:00,2010-04-25 18:00:00,16,0.5755666666666667,0.9034619443843299,N-BEATS 168h
2010-04-26 09:00:00,2010-04-26,10,0.5755666666666667,0.8355899453163147,XGBoost refit train+val 24h
2010-04-26 09:00:00,2010-04-26,10,0.5755666666666667,0.7480418427600429,LightGBM day-ahead 24h
2010-04-26 09:00:00,2010-04-26,10,0.5755666666666667,0.8253100514411926,XGBoost day-ahead 24h
2010-04-26 09:00:00,2010-04-25 18:00:00,16,0.5755666666666667,1.144659061693894,N-HiTS compact lags MAE 168h
2010-04-26 09:00:00,2010-04-25 18:00:00,16,0.5755666666666667,1.441676297675083,TFT known covariates 168h
2010-04-26 10:00:00,2010-04-26,11,0.399,1.9056666666666664,Naive day-ahead 24h
2010-04-26 10:00:00,2010-04-25 18:00:00,17,0.399,1.337709928764385,TFT known covariates 168h
2010-04-26 10:00:00,2010-04-26,11,0.399,0.8840191960334778,XGBoost refit train+val 24h
2010-04-26 10:00:00,2010-04-26,11,0.399,1.043743680238205,LightGBM per-horizon 24h
2010-04-26 10:00:00,2010-04-26,11,0.399,1.0427159070968628,XGBoost direct horizon 24h
2010-04-26 10:00:00,2010-04-25 18:00:00,17,0.399,1.40493667956917,N-BEATS 168h
2010-04-26 10:00:00,2010-04-26,11,0.399,0.9181057810783386,XGBoost day-ahead 24h
2010-04-26 10:00:00,2010-04-26,11,0.399,0.7958891120129735,LightGBM day-ahead 24h
2010-04-26 10:00:00,2010-04-26,11,0.399,0.901385887132546,Moving Average day-ahead 24h
2010-04-26 10:00:00,2010-04-26,11,0.399,1.0945352401241264,Linear Regression day-ahead 24h
2010-04-26 10:00:00,2010-04-25 18:00:00,17,0.399,1.194243340394589,N-HiTS compact lags MAE 168h
2010-04-26 11:00:00,2010-04-26,12,0.5157666666666667,0.939712227579279,Linear Regression day-ahead 24h
2010-04-26 11:00:00,2010-04-26,12,0.5157666666666667,0.859540854651958,Moving Average day-ahead 24h
2010-04-26 11:00:00,2010-04-25 18:00:00,18,0.5157666666666667,1.3533959144860643,N-BEATS 168h
2010-04-26 11:00:00,2010-04-26,12,0.5157666666666667,1.0137036281801657,LightGBM per-horizon 24h
2010-04-26 11:00:00,2010-04-26,12,0.5157666666666667,0.8942788243293762,XGBoost direct horizon 24h
2010-04-26 11:00:00,2010-04-26,12,0.5157666666666667,0.824176013469696,XGBoost day-ahead 24h
2010-04-26 11:00:00,2010-04-25 18:00:00,18,0.5157666666666667,0.9963047053457385,N-HiTS compact lags MAE 168h
2010-04-26 11:00:00,2010-04-26,12,0.5157666666666667,0.6630962291343202,LightGBM day-ahead 24h
2010-04-26 11:00:00,2010-04-26,12,0.5157666666666667,0.8278033137321472,XGBoost refit train+val 24h
2010-04-26 11:00:00,2010-04-26,12,0.5157666666666667,1.8239333333333327,Naive day-ahead 24h
2010-04-26 11:00:00,2010-04-25 18:00:00,18,0.5157666666666667,1.2103652750685538,TFT known covariates 168h
2010-04-26 12:00:00,2010-04-25 18:00:00,19,0.4146666666666666,1.309913278925819,N-BEATS 168h
2010-04-26 12:00:00,2010-04-26,13,0.4146666666666666,0.6045137458500345,LightGBM day-ahead 24h
2010-04-26 12:00:00,2010-04-26,13,0.4146666666666666,0.9387248475512344,Linear Regression day-ahead 24h
2010-04-26 12:00:00,2010-04-26,13,0.4146666666666666,0.7651317715644836,XGBoost refit train+val 24h
2010-04-26 12:00:00,2010-04-26,13,0.4146666666666666,1.9839666666666669,Naive day-ahead 24h
2010-04-26 12:00:00,2010-04-26,13,0.4146666666666666,0.8260654807090759,XGBoost direct horizon 24h
2010-04-26 12:00:00,2010-04-26,13,0.4146666666666666,0.8193578347069005,Moving Average day-ahead 24h
2010-04-26 12:00:00,2010-04-26,13,0.4146666666666666,0.8135733008384705,XGBoost day-ahead 24h
2010-04-26 12:00:00,2010-04-26,13,0.4146666666666666,0.5915913796712878,LightGBM per-horizon 24h
2010-04-26 12:00:00,2010-04-25 18:00:00,19,0.4146666666666666,0.8071276760170099,TFT known covariates 168h
2010-04-26 12:00:00,2010-04-25 18:00:00,19,0.4146666666666666,1.0078105491150342,N-HiTS compact lags MAE 168h
2010-04-26 13:00:00,2010-04-25 18:00:00,20,0.5905666666666666,1.2350842076640698,N-BEATS 168h
2010-04-26 13:00:00,2010-04-26,14,0.5905666666666666,0.2819207979132535,LightGBM day-ahead 24h
2010-04-26 13:00:00,2010-04-25 18:00:00,20,0.5905666666666666,0.5606148410111254,TFT known covariates 168h
2010-04-26 13:00:00,2010-04-26,14,0.5905666666666666,1.9141333333333328,Naive day-ahead 24h
2010-04-26 13:00:00,2010-04-25 18:00:00,20,0.5905666666666666,0.904337523857115,N-HiTS compact lags MAE 168h
2010-04-26 13:00:00,2010-04-26,14,0.5905666666666666,0.3320206847367117,LightGBM per-horizon 24h
2010-04-26 13:00:00,2010-04-26,14,0.5905666666666666,0.7029939293861389,XGBoost refit train+val 24h
2010-04-26 13:00:00,2010-04-26,14,0.5905666666666666,0.8799048714211886,Linear Regression day-ahead 24h
2010-04-26 13:00:00,2010-04-26,14,0.5905666666666666,0.7843064665794373,XGBoost direct horizon 24h
2010-04-26 13:00:00,2010-04-26,14,0.5905666666666666,0.6756571531295776,XGBoost day-ahead 24h
2010-04-26 13:00:00,2010-04-26,14,0.5905666666666666,0.770832466708577,Moving Average day-ahead 24h
2010-04-26 14:00:00,2010-04-25 18:00:00,21,0.4247666666666667,1.2175502637966789,N-BEATS 168h
2010-04-26 14:00:00,2010-04-26,15,0.4247666666666667,0.7231949305992121,Moving Average day-ahead 24h
2010-04-26 14:00:00,2010-04-26,15,0.4247666666666667,0.4062737002491921,LightGBM day-ahead 24h
2010-04-26 14:00:00,2010-04-26,15,0.4247666666666667,0.4239182023644871,LightGBM per-horizon 24h
2010-04-26 14:00:00,2010-04-26,15,0.4247666666666667,0.5158320665359497,XGBoost day-ahead 24h
2010-04-26 14:00:00,2010-04-25 18:00:00,21,0.4247666666666667,0.4751220549475408,TFT known covariates 168h
2010-04-26 14:00:00,2010-04-25 18:00:00,21,0.4247666666666667,0.74994961897318,N-HiTS compact lags MAE 168h
2010-04-26 14:00:00,2010-04-26,15,0.4247666666666667,0.7066,Naive day-ahead 24h
2010-04-26 14:00:00,2010-04-26,15,0.4247666666666667,0.8280490636825562,XGBoost direct horizon 24h
2010-04-26 14:00:00,2010-04-26,15,0.4247666666666667,0.6641553558388856,Linear Regression day-ahead 24h
2010-04-26 14:00:00,2010-04-26,15,0.4247666666666667,0.6375413537025452,XGBoost refit train+val 24h
2010-04-26 15:00:00,2010-04-25 18:00:00,22,1.7113666666666667,1.034415445104946,N-BEATS 168h
2010-04-26 15:00:00,2010-04-26,16,1.7113666666666667,0.357322420883747,LightGBM day-ahead 24h
2010-04-26 15:00:00,2010-04-26,16,1.7113666666666667,0.5065639937869498,LightGBM per-horizon 24h
2010-04-26 15:00:00,2010-04-26,16,1.7113666666666667,0.607352614402771,XGBoost day-ahead 24h
2010-04-26 15:00:00,2010-04-26,16,1.7113666666666667,0.4285333333333333,Naive day-ahead 24h
2010-04-26 15:00:00,2010-04-26,16,1.7113666666666667,0.7238863860408461,Moving Average day-ahead 24h
2010-04-26 15:00:00,2010-04-26,16,1.7113666666666667,0.7496082329289092,Linear Regression day-ahead 24h
2010-04-26 15:00:00,2010-04-25 18:00:00,22,1.7113666666666667,0.6252232740118369,N-HiTS compact lags MAE 168h
2010-04-26 15:00:00,2010-04-25 18:00:00,22,1.7113666666666667,0.447436027340631,TFT known covariates 168h
2010-04-26 15:00:00,2010-04-26,16,1.7113666666666667,0.845818281173706,XGBoost direct horizon 24h
2010-04-26 15:00:00,2010-04-26,16,1.7113666666666667,0.7250933647155762,XGBoost refit train+val 24h
2010-04-26 16:00:00,2010-04-26,17,0.9776,0.4261097895239916,LightGBM day-ahead 24h
2010-04-26 16:00:00,2010-04-26,17,0.9776,0.6810966227073435,Linear Regression day-ahead 24h
2010-04-26 16:00:00,2010-04-26,17,0.9776,0.4439333333333333,Naive day-ahead 24h
2010-04-26 16:00:00,2010-04-26,17,0.9776,0.7361927632369923,Moving Average day-ahead 24h
2010-04-26 16:00:00,2010-04-26,17,0.9776,0.5464244484901428,XGBoost day-ahead 24h
2010-04-26 16:00:00,2010-04-25 18:00:00,23,0.9776,0.7098006644464545,N-HiTS compact lags MAE 168h
2010-04-26 16:00:00,2010-04-25 18:00:00,23,0.9776,0.4487266727821271,TFT known covariates 168h
2010-04-26 16:00:00,2010-04-26,17,0.9776,0.6641772389411926,XGBoost refit train+val 24h
2010-04-26 16:00:00,2010-04-25 18:00:00,23,0.9776,0.9764548213820232,N-BEATS 168h
2010-04-26 16:00:00,2010-04-26,17,0.9776,0.6043604851311816,LightGBM per-horizon 24h
2010-04-26 16:00:00,2010-04-26,17,0.9776,0.8166795372962952,XGBoost direct horizon 24h
2010-04-26 17:00:00,2010-04-26,18,0.376,0.5717445481991723,LightGBM per-horizon 24h
2010-04-26 17:00:00,2010-04-25 18:00:00,24,0.376,0.468042260113605,TFT known covariates 168h
2010-04-26 17:00:00,2010-04-26,18,0.376,0.8522891998291016,XGBoost refit train+val 24h
2010-04-26 17:00:00,2010-04-26,18,0.376,0.7483702394829782,Moving Average day-ahead 24h
2010-04-26 17:00:00,2010-04-25 18:00:00,24,0.376,1.0571499347395392,N-BEATS 168h
2010-04-26 17:00:00,2010-04-25 18:00:00,24,0.376,0.7304919682255184,N-HiTS compact lags MAE 168h
2010-04-26 17:00:00,2010-04-26,18,0.376,0.4315681696020437,LightGBM day-ahead 24h
2010-04-26 17:00:00,2010-04-26,18,0.376,0.3283,Naive day-ahead 24h
2010-04-26 17:00:00,2010-04-26,18,0.376,0.9555528163909912,XGBoost day-ahead 24h
2010-04-26 17:00:00,2010-04-26,18,0.376,1.1107465638953202,Linear Regression day-ahead 24h
2010-04-26 17:00:00,2010-04-26,18,0.376,1.0049055814743042,XGBoost direct horizon 24h
2010-04-26 18:00:00,2010-04-26,19,0.4851333333333333,0.3827666666666667,Naive day-ahead 24h
2010-04-26 18:00:00,2010-04-26 18:00:00,1,0.4851333333333333,0.46270446645782504,N-BEATS 168h
2010-04-26 18:00:00,2010-04-26,19,0.4851333333333333,0.7658731661281023,Moving Average day-ahead 24h
2010-04-26 18:00:00,2010-04-26,19,0.4851333333333333,0.5122495278987463,LightGBM day-ahead 24h
2010-04-26 18:00:00,2010-04-26 18:00:00,1,0.4851333333333333,0.6816026430087568,N-HiTS compact lags MAE 168h
2010-04-26 18:00:00,2010-04-26,19,0.4851333333333333,1.0317872762680054,XGBoost direct horizon 24h
2010-04-26 18:00:00,2010-04-26,19,0.4851333333333333,0.8903377056121826,XGBoost refit train+val 24h
2010-04-26 18:00:00,2010-04-26,19,0.4851333333333333,0.5802784996825339,LightGBM per-horizon 24h
2010-04-26 18:00:00,2010-04-26,19,0.4851333333333333,0.8158780336380005,XGBoost day-ahead 24h
2010-04-26 18:00:00,2010-04-26 18:00:00,1,0.4851333333333333,0.4459073078412298,TFT known covariates 168h
2010-04-26 18:00:00,2010-04-26,19,0.4851333333333333,1.1168687865885107,Linear Regression day-ahead 24h
2010-04-26 19:00:00,2010-04-26 18:00:00,2,1.4830333333333334,0.5559659632006989,TFT known covariates 168h
2010-04-26 19:00:00,2010-04-26,20,1.4830333333333334,1.0635849237442017,XGBoost refit train+val 24h
2010-04-26 19:00:00,2010-04-26,20,1.4830333333333334,1.1127338777280091,LightGBM per-horizon 24h
2010-04-26 19:00:00,2010-04-26,20,1.4830333333333334,0.5740049346409306,LightGBM day-ahead 24h
2010-04-26 19:00:00,2010-04-26,20,1.4830333333333334,0.7818359369389954,Moving Average day-ahead 24h
2010-04-26 19:00:00,2010-04-26 18:00:00,2,1.4830333333333334,0.9377356074397176,N-HiTS compact lags MAE 168h
2010-04-26 19:00:00,2010-04-26,20,1.4830333333333334,0.4353666666666667,Naive day-ahead 24h
2010-04-26 19:00:00,2010-04-26,20,1.4830333333333334,1.050013303756714,XGBoost day-ahead 24h
2010-04-26 19:00:00,2010-04-26,20,1.4830333333333334,1.2269891500473022,XGBoost direct horizon 24h
2010-04-26 19:00:00,2010-04-26 18:00:00,2,1.4830333333333334,0.5773166146045465,N-BEATS 168h
2010-04-26 19:00:00,2010-04-26,20,1.4830333333333334,1.1381293876467278,Linear Regression day-ahead 24h
2010-04-26 20:00:00,2010-04-26 18:00:00,3,1.4643000000000002,0.4890562888458674,N-BEATS 168h
2010-04-26 20:00:00,2010-04-26,21,1.4643000000000002,1.3938565254211426,XGBoost direct horizon 24h
2010-04-26 20:00:00,2010-04-26,21,1.4643000000000002,2.0896574965941066,LightGBM per-horizon 24h
2010-04-26 20:00:00,2010-04-26 18:00:00,3,1.4643000000000002,0.460587419745436,TFT known covariates 168h
2010-04-26 20:00:00,2010-04-26,21,1.4643000000000002,1.1375151872634888,XGBoost refit train+val 24h
2010-04-26 20:00:00,2010-04-26,21,1.4643000000000002,0.3683333333333333,Naive day-ahead 24h
2010-04-26 20:00:00,2010-04-26,21,1.4643000000000002,1.125959038734436,XGBoost day-ahead 24h
2010-04-26 20:00:00,2010-04-26,21,1.4643000000000002,0.5932144867026619,LightGBM day-ahead 24h
2010-04-26 20:00:00,2010-04-26,21,1.4643000000000002,0.7962721565336759,Moving Average day-ahead 24h
2010-04-26 20:00:00,2010-04-26,21,1.4643000000000002,0.9678165124027168,Linear Regression day-ahead 24h
2010-04-26 20:00:00,2010-04-26 18:00:00,3,1.4643000000000002,1.107282364029078,N-HiTS compact lags MAE 168h
2010-04-26 21:00:00,2010-04-26 18:00:00,4,1.4257666666666668,1.1646386601780088,N-HiTS compact lags MAE 168h
2010-04-26 21:00:00,2010-04-26,22,1.4257666666666668,1.1907899379730225,XGBoost day-ahead 24h
2010-04-26 21:00:00,2010-04-26,22,1.4257666666666668,0.8141029408336902,Moving Average day-ahead 24h
2010-04-26 21:00:00,2010-04-26,22,1.4257666666666668,0.61479401122661,LightGBM day-ahead 24h
2010-04-26 21:00:00,2010-04-26 18:00:00,4,1.4257666666666668,0.4422472820280689,TFT known covariates 168h
2010-04-26 21:00:00,2010-04-26,22,1.4257666666666668,1.489375352859497,XGBoost direct horizon 24h
2010-04-26 21:00:00,2010-04-26,22,1.4257666666666668,2.0092335425017467,LightGBM per-horizon 24h
2010-04-26 21:00:00,2010-04-26,22,1.4257666666666668,1.1091540574496657,Linear Regression day-ahead 24h
2010-04-26 21:00:00,2010-04-26,22,1.4257666666666668,0.3678333333333333,Naive day-ahead 24h
